start_time,open,high,low,close,volume,turnover
2025-06-01 00:00:00+00:00,3283.86,3283.88,3282.95,3283.3,8.28,27188.64618
2025-06-01 00:30:00+00:00,3283.3,3284.1,3283.29,3284.1,7.595,24939.09377
2025-06-01 01:00:00+00:00,3284.1,3287.66,3284.09,3284.51,12.801,42055.92047
2025-06-01 01:30:00+00:00,3284.51,3287.96,3282.31,3287.29,19.738,64830.78883
2025-06-01 02:00:00+00:00,3287.29,3287.83,3286.63,3287.82,13.803,45372.81969
2025-06-01 02:30:00+00:00,3287.82,3287.84,3285.88,3285.89,4.696,15437.46691
2025-06-01 03:00:00+00:00,3285.89,3286.8,3285.89,3286.79,6.452,21204.52611
2025-06-01 03:30:00+00:00,3286.79,3289.38,3286.79,3288.4,7.585,24938.96431
2025-06-01 04:00:00+00:00,3288.4,3289.0,3288.4,3289.0,2.654,8728.49162
2025-06-01 04:30:00+00:00,3289.0,3290.39,3289.0,3290.39,7.722,25403.90007
2025-06-01 05:00:00+00:00,3290.39,3290.39,3289.8,3289.81,8.149,26811.58548
2025-06-01 05:30:00+00:00,3289.81,3289.81,3289.01,3289.02,1.679,5523.49192
2025-06-01 06:00:00+00:00,3289.02,3289.02,3288.7,3288.82,3.63,11938.34246
2025-06-01 06:30:00+00:00,3288.82,3288.83,3288.65,3288.82,3.223,10599.62149
2025-06-01 07:00:00+00:00,3288.82,3289.25,3288.82,3289.06,3.074,10110.17024
2025-06-01 07:30:00+00:00,3289.06,3289.06,3289.05,3289.06,4.788,15748.00641
2025-06-01 08:00:00+00:00,3289.06,3290.17,3289.05,3290.01,4.32,14211.60626
2025-06-01 08:30:00+00:00,3290.01,3290.25,3290.0,3290.02,3.351,11024.88393
2025-06-01 09:00:00+00:00,3290.02,3292.7,3290.02,3291.41,37.286,122714.7639
2025-06-01 09:30:00+00:00,3291.41,3291.43,3288.04,3290.0,27.151,89321.87898
2025-06-01 10:00:00+00:00,3290.0,3290.99,3289.61,3289.61,7.018,23092.12184
2025-06-01 10:30:00+00:00,3289.61,3290.3,3289.3,3290.27,9.596,31567.62203
2025-06-01 11:00:00+00:00,3290.27,3293.2,3289.74,3292.14,20.794,68451.09009
2025-06-01 11:30:00+00:00,3292.14,3293.98,3290.27,3292.07,19.248,63370.08419
2025-06-01 12:00:00+00:00,3292.07,3293.26,3292.07,3292.7,10.203,33597.1998
2025-06-01 12:30:00+00:00,3292.7,3292.71,3289.51,3291.08,25.789,84885.54443
2025-06-01 13:00:00+00:00,3291.08,3292.9,3290.53,3292.19,29.197,96109.73908
2025-06-01 13:30:00+00:00,3292.19,3293.05,3291.22,3293.05,23.546,77522.41704
2025-06-01 14:00:00+00:00,3293.05,3293.06,3291.81,3293.02,23.43,77149.23813
2025-06-01 14:30:00+00:00,3293.02,3293.39,3292.5,3293.3,20.581,67777.01965
2025-06-01 15:00:00+00:00,3293.3,3294.98,3293.11,3293.95,45.524,149951.56991
2025-06-01 15:30:00+00:00,3293.95,3294.27,3293.66,3293.67,27.838,91690.59902
2025-06-01 16:00:00+00:00,3293.67,3294.88,3293.42,3293.73,57.278,188675.3944
2025-06-01 16:30:00+00:00,3293.73,3293.85,3290.02,3292.82,29.183,96077.78789
2025-06-01 17:00:00+00:00,3292.82,3293.79,3292.81,3293.2,16.439,54138.37866
2025-06-01 17:30:00+00:00,3293.2,3293.21,3289.2,3290.95,30.416,100101.47795
2025-06-01 18:00:00+00:00,3290.95,3292.2,3289.77,3292.1,21.629,71187.28488
2025-06-01 18:30:00+00:00,3292.1,3296.67,3292.1,3296.47,44.607,146980.6257
2025-06-01 19:00:00+00:00,3296.47,3297.0,3295.29,3295.9,14.198,46800.95259
2025-06-01 19:30:00+00:00,3295.9,3296.3,3292.31,3294.0,21.682,71418.98694
2025-06-01 20:00:00+00:00,3294.0,3294.7,3293.51,3294.61,13.737,45252.86944
2025-06-01 20:30:00+00:00,3294.61,3297.48,3294.61,3297.48,19.446,64104.48928
2025-06-01 21:00:00+00:00,3297.48,3298.69,3297.3,3297.31,590.021,1945695.83284
2025-06-01 21:30:00+00:00,3297.31,3297.62,3297.3,3297.47,11.948,39396.63654
2025-06-01 22:00:00+00:00,3297.47,3307.13,3297.47,3302.28,183.011,604405.51426
2025-06-01 22:30:00+00:00,3302.28,3310.0,3302.27,3310.0,126.263,417780.08467
2025-06-01 23:00:00+00:00,3310.0,3314.29,3309.99,3310.79,112.084,371140.12912
2025-06-01 23:30:00+00:00,3310.79,3310.8,3306.9,3307.76,23.15,76601.79893
2025-06-02 00:00:00+00:00,3307.76,3312.77,3307.76,3311.91,14.916,49382.73833
2025-06-02 00:30:00+00:00,3311.91,3311.91,3303.0,3308.17,27.923,92341.95428
2025-06-02 01:00:00+00:00,3308.17,3310.8,3306.48,3307.8,20.035,66299.92606
2025-06-02 01:30:00+00:00,3307.8,3308.58,3300.84,3302.14,28.383,93779.33483
2025-06-02 02:00:00+00:00,3302.14,3309.49,3302.14,3305.08,16.431,54340.0773
2025-06-02 02:30:00+00:00,3305.08,3309.55,3305.07,3305.46,16.189,53550.54848
2025-06-02 03:00:00+00:00,3305.46,3308.17,3303.45,3305.87,27.174,89831.72213
2025-06-02 03:30:00+00:00,3305.87,3306.69,3302.78,3306.69,31.271,103347.14626
2025-06-02 04:00:00+00:00,3306.69,3313.7,3306.69,3312.4,48.696,161256.69014
2025-06-02 04:30:00+00:00,3312.4,3319.33,3312.06,3316.59,99.672,330503.93333
2025-06-02 05:00:00+00:00,3316.59,3321.51,3315.62,3319.18,68.359,226842.29726
2025-06-02 05:30:00+00:00,3319.18,3325.59,3317.74,3323.44,48.386,160784.4776
2025-06-02 06:00:00+00:00,3323.44,3337.9,3323.44,3337.39,120.83,402433.06463
2025-06-02 06:30:00+00:00,3337.39,3344.09,3334.51,3342.92,135.476,452445.19012
2025-06-02 07:00:00+00:00,3342.92,3356.9,3341.46,3351.63,165.405,554081.03787
2025-06-02 07:30:00+00:00,3351.63,3358.24,3348.2,3350.45,93.114,312243.33513
2025-06-02 08:00:00+00:00,3350.45,3354.26,3348.02,3349.5,67.319,225611.44115
2025-06-02 08:30:00+00:00,3349.5,3354.43,3346.0,3351.8,103.766,347631.39342
2025-06-02 09:00:00+00:00,3351.8,3351.81,3343.2,3344.49,91.281,305506.2036
2025-06-02 09:30:00+00:00,3344.49,3345.91,3341.6,3345.6,69.7,233033.18929
2025-06-02 10:00:00+00:00,3345.6,3349.93,3343.23,3348.42,161.611,540878.75479
2025-06-02 10:30:00+00:00,3348.42,3349.56,3343.43,3348.81,95.456,319561.68392
2025-06-02 11:00:00+00:00,3348.81,3352.6,3345.0,3352.6,65.648,219859.65256
2025-06-02 11:30:00+00:00,3352.6,3359.6,3351.63,3352.99,114.783,385116.7704
2025-06-02 12:00:00+00:00,3352.99,3361.6,3352.99,3359.5,55.966,187942.43948
2025-06-02 12:30:00+00:00,3359.5,3361.69,3353.2,3353.2,39.07,131252.978
2025-06-02 13:00:00+00:00,3353.2,3354.92,3347.87,3353.85,214.957,720360.91062
2025-06-02 13:30:00+00:00,3353.85,3391.52,3349.34,3370.02,390.283,1315411.10329
2025-06-02 14:00:00+00:00,3370.02,3377.76,3366.53,3371.96,178.641,602372.65996
2025-06-02 14:30:00+00:00,3371.96,3375.75,3369.01,3375.0,46.331,156270.16114
2025-06-02 15:00:00+00:00,3375.0,3376.88,3368.52,3369.66,71.024,239610.10925
2025-06-02 15:30:00+00:00,3369.66,3372.5,3368.2,3371.14,33.332,112329.34656
2025-06-02 16:00:00+00:00,3371.14,3374.48,3365.1,3368.45,69.946,235641.031
2025-06-02 16:30:00+00:00,3368.45,3370.75,3363.8,3367.08,81.496,274422.34052
2025-06-02 17:00:00+00:00,3367.08,3372.89,3366.66,3367.7,52.179,175840.81629
2025-06-02 17:30:00+00:00,3367.7,3372.49,3367.7,3371.34,17.101,57636.3972
2025-06-02 18:00:00+00:00,3371.34,3371.34,3366.18,3366.48,30.498,102707.53169
2025-06-02 18:30:00+00:00,3366.48,3375.0,3365.34,3374.81,66.072,222721.36076
2025-06-02 19:00:00+00:00,3374.81,3376.9,3371.5,3374.63,57.013,192337.54631
2025-06-02 19:30:00+00:00,3374.63,3376.57,3372.21,3375.63,43.666,147336.63763
2025-06-02 20:00:00+00:00,3375.63,3376.6,3372.85,3375.4,177.502,599240.49909
2025-06-02 20:30:00+00:00,3375.4,3376.56,3372.1,3373.12,75.268,254004.91367
2025-06-02 21:00:00+00:00,3373.12,3376.9,3372.86,3375.5,37.549,126708.27273
2025-06-02 21:30:00+00:00,3375.5,3379.71,3375.5,3379.29,21.673,73199.32024
